Skin_Type,Skin_Color,Skin_Problems,Skin_Sensitivity,Skin_Oil_Level,Acne,Skin_Dryness,Lifestyle,Age
Sensitive,2,6,9,5,2,4,1,40
Sensitive,4,6,8,3,4,4,1,35
Sensitive,2,6,10,4,2,5,1,53
Sensitive,0,10,10,6,3,4,0,44
Sensitive,3,10,9,5,4,5,2,15
Sensitive,4,9,8,5,4,6,0,25
Sensitive,4,7,9,5,2,5,0,28
Sensitive,1,7,8,4,4,5,1,51
Sensitive,4,8,9,6,6,6,0,17
Sensitive,1,9,8,3,5,7,1,55
Sensitive,0,6,10,5,3,7,0,19
Sensitive,1,9,10,5,2,4,2,45
Sensitive,4,7,8,6,5,7,3,58
Sensitive,1,7,10,3,3,5,3,50
Sensitive,2,7,9,4,5,6,1,40
Sensitive,3,6,9,6,4,5,3,38
Sensitive,1,8,10,3,2,5,0,19
Sensitive,2,8,8,3,6,4,0,30
Sensitive,2,7,8,5,5,7,1,16
Sensitive,2,8,9,6,5,5,3,43
Sensitive,2,7,9,4,4,4,2,53
Sensitive,0,6,9,4,3,7,3,55
Sensitive,4,10,10,5,6,7,3,29
Sensitive,3,7,9,4,2,4,3,30
Sensitive,3,9,8,4,2,6,1,22
Sensitive,2,9,8,5,2,5,1,54
Sensitive,1,6,8,3,3,5,1,18
Sensitive,1,9,9,5,4,5,0,60
Sensitive,4,9,8,6,6,6,1,42
Sensitive,3,8,9,4,3,7,3,26
Sensitive,4,6,9,4,3,7,0,15
Sensitive,3,10,10,6,6,5,0,36
Sensitive,1,8,10,5,2,5,3,34
Sensitive,4,6,8,3,4,7,3,31
Sensitive,3,9,8,3,3,5,1,33
Sensitive,0,6,9,4,2,6,0,57
Sensitive,2,9,10,4,6,4,3,55
Sensitive,4,8,10,4,2,7,3,57
Sensitive,0,7,10,5,6,6,2,21
Sensitive,0,8,8,6,2,7,3,25
Sensitive,1,8,9,3,6,5,2,28
Sensitive,2,6,9,6,3,4,2,54
Sensitive,0,6,8,3,2,7,1,19
Sensitive,2,7,10,5,5,6,1,39
Sensitive,3,10,8,5,2,5,2,30
Sensitive,1,7,10,3,3,6,0,28
Sensitive,2,6,10,3,4,5,2,58
Sensitive,2,10,8,6,5,5,1,39
Sensitive,3,7,8,3,5,5,3,41
Sensitive,0,7,10,3,3,4,0,19
Sensitive,3,9,10,6,2,6,1,60
Sensitive,1,8,10,5,4,7,1,26
Sensitive,3,10,9,3,2,5,1,52
Sensitive,1,10,10,5,3,7,1,15
Sensitive,0,6,10,5,3,6,2,18
Sensitive,4,9,9,6,5,4,1,45
Sensitive,3,8,9,3,3,6,3,32
Sensitive,0,7,8,3,4,5,0,49
Sensitive,4,6,8,4,3,6,0,58
Sensitive,4,6,8,4,4,4,0,40
Sensitive,3,9,10,6,2,6,3,28
Sensitive,1,8,8,3,4,6,0,60
Sensitive,1,6,8,6,3,4,3,32
Sensitive,0,7,9,5,6,5,1,26
Sensitive,3,10,8,5,5,5,1,36
Sensitive,0,6,9,4,2,4,1,46
Sensitive,2,6,10,4,4,4,0,20
Sensitive,1,6,8,3,2,5,3,48
Sensitive,2,8,9,3,6,4,1,48
Sensitive,3,10,9,5,4,7,1,53
Sensitive,4,7,10,4,5,7,2,18
Sensitive,3,9,8,5,5,5,1,55
Sensitive,2,6,10,4,5,6,0,25
Sensitive,2,10,9,6,6,6,0,39
Sensitive,1,7,8,4,4,6,1,38
Sensitive,2,7,8,6,6,4,1,40
Sensitive,0,10,8,3,4,6,3,37
Sensitive,2,10,8,6,5,7,1,41
Sensitive,1,10,10,5,3,5,0,26
Sensitive,4,7,8,3,3,5,0,25
Sensitive,0,10,8,3,6,4,0,36
Sensitive,3,7,8,4,3,4,0,37
Sensitive,0,7,10,3,2,6,1,47
Sensitive,1,6,10,3,3,4,3,31
Sensitive,2,7,9,3,6,6,1,22
Sensitive,4,7,10,4,6,4,3,39
Sensitive,4,7,10,3,2,7,3,58
Sensitive,0,9,10,5,3,7,3,56
Sensitive,1,7,9,5,2,7,3,54
Sensitive,3,6,8,3,5,4,2,60
Sensitive,3,10,8,6,3,4,3,35
Sensitive,2,9,9,5,3,5,0,59
Sensitive,3,9,9,3,4,4,3,37
Sensitive,3,6,8,3,4,6,0,20
Sensitive,0,6,10,6,5,5,2,46
Sensitive,4,9,10,5,3,6,0,54
Sensitive,1,8,9,4,5,5,1,57
Sensitive,4,6,10,3,6,6,1,40
Sensitive,4,6,9,6,5,6,2,20
Sensitive,0,6,9,6,2,7,3,57
Sensitive,3,7,8,4,3,4,0,36
Sensitive,1,7,10,5,2,7,0,37
Sensitive,2,8,8,6,5,4,3,16
Sensitive,1,9,8,6,5,7,2,50
Sensitive,4,9,10,5,5,4,2,51
Sensitive,2,6,9,5,6,4,1,43
Sensitive,4,10,9,5,2,4,3,23
Sensitive,0,9,10,5,5,4,1,38
Sensitive,0,10,9,3,4,4,1,36
Sensitive,0,9,9,5,4,5,2,43
Sensitive,4,10,10,5,4,6,0,37
Sensitive,3,8,9,5,3,5,0,33
Sensitive,3,10,10,6,4,6,0,34
Sensitive,1,10,8,3,2,6,0,32
Sensitive,3,9,9,4,5,7,2,19
Sensitive,0,9,10,6,2,7,1,19
Sensitive,0,9,8,6,3,5,2,40
Sensitive,1,6,9,3,2,5,0,19
Sensitive,4,8,8,5,5,4,1,44
Sensitive,2,6,8,3,3,4,2,59
Sensitive,1,10,8,4,4,7,0,15
Sensitive,2,6,8,3,6,6,0,48
Sensitive,3,6,9,5,5,4,1,59
Sensitive,2,7,9,5,2,5,2,40
Sensitive,2,6,9,4,5,4,0,24
Sensitive,3,6,9,6,5,6,3,55
Sensitive,2,6,8,3,2,7,3,59
Sensitive,1,7,10,5,5,6,2,15
Sensitive,2,8,10,4,6,7,2,18
Sensitive,2,10,8,5,4,6,0,46
Sensitive,1,6,8,4,6,7,0,49
Sensitive,1,8,10,4,4,6,0,52
Sensitive,2,8,8,6,5,4,0,53
Sensitive,1,9,9,6,2,7,3,58
Sensitive,2,8,9,6,6,5,0,30
Sensitive,1,7,9,6,6,5,0,15
Sensitive,4,9,10,6,5,5,3,16
Sensitive,1,9,8,5,2,4,2,54
Sensitive,3,9,9,4,4,7,2,52
Sensitive,4,9,8,5,5,7,3,41
Sensitive,2,8,9,6,6,6,0,56
Sensitive,1,9,9,5,4,6,3,46
Sensitive,1,6,8,3,6,4,1,55
Sensitive,0,10,9,6,6,5,2,51
Sensitive,2,8,10,4,3,7,1,41
Sensitive,3,8,8,4,4,7,0,35
Sensitive,1,10,8,6,6,6,3,55
Sensitive,1,10,10,5,3,5,0,42
Sensitive,0,9,9,5,4,5,0,15
Sensitive,0,7,10,4,6,5,0,36
Sensitive,3,6,10,5,6,5,1,37
Sensitive,0,9,9,3,6,5,0,31
Sensitive,2,7,8,5,3,6,3,54
Sensitive,0,8,10,6,2,6,0,28
Sensitive,2,9,10,5,4,5,3,30
Sensitive,2,10,9,5,5,6,2,25
Sensitive,3,10,9,4,4,5,2,22
Sensitive,4,9,8,6,3,4,0,25
Sensitive,0,7,8,3,4,4,2,43
Sensitive,3,6,10,6,2,6,2,30
Sensitive,3,10,8,4,6,7,3,47
Sensitive,3,7,10,3,4,4,2,54
Sensitive,0,6,9,3,5,4,1,30
Sensitive,1,8,10,6,2,5,0,26
Sensitive,0,8,10,4,6,4,1,41
Sensitive,1,7,9,6,3,4,0,47
Sensitive,1,6,10,3,4,5,3,57
Sensitive,0,9,9,5,4,6,3,49
Sensitive,1,7,9,3,6,6,2,19
Sensitive,2,7,10,5,6,4,3,24
Sensitive,3,10,9,5,6,5,1,51
Sensitive,3,8,8,6,2,7,1,17
Sensitive,3,6,8,5,5,6,1,19
Sensitive,1,9,9,5,6,5,0,21
Sensitive,0,9,10,3,3,5,1,32
Sensitive,2,7,9,3,6,4,0,55
Sensitive,2,8,8,3,3,4,2,60
Sensitive,2,7,8,5,3,5,1,55
Sensitive,4,7,10,3,6,5,1,27
Sensitive,3,7,10,4,2,7,1,59
Sensitive,1,10,8,4,4,7,3,60
Sensitive,2,10,10,4,4,4,1,30
Sensitive,0,10,8,6,3,5,1,45
Sensitive,1,10,8,3,4,5,0,26
Sensitive,2,9,9,5,2,4,1,19
Sensitive,3,8,10,4,6,6,2,30
Sensitive,0,7,8,3,2,6,2,24
Sensitive,0,9,10,5,3,7,1,58
Sensitive,4,9,8,5,5,7,2,16
Sensitive,1,8,8,6,5,7,0,51
Sensitive,0,10,8,6,2,7,1,59
Sensitive,1,9,10,6,4,4,2,47
Sensitive,1,7,9,5,5,6,1,39
Sensitive,1,8,9,3,2,6,1,16
Sensitive,1,8,8,3,6,7,2,16
Sensitive,2,8,9,3,5,6,0,20
Sensitive,4,8,9,4,2,4,1,54
Sensitive,1,8,9,3,2,5,0,17
Sensitive,1,6,10,5,5,5,2,17
Sensitive,3,9,9,4,2,5,0,19
Sensitive,0,9,8,6,6,4,3,59
Sensitive,4,6,10,3,4,5,3,32
Sensitive,0,8,10,3,5,7,3,43
Sensitive,2,9,10,4,5,6,3,45
Sensitive,4,9,8,6,5,5,0,18
Sensitive,4,10,8,6,2,5,0,60
Sensitive,4,8,9,3,6,7,1,41
Sensitive,4,6,9,3,4,6,3,17
Sensitive,3,10,8,4,3,6,1,41
Sensitive,1,8,9,3,2,5,2,23
Sensitive,2,8,9,3,4,6,0,44
Sensitive,0,6,10,5,2,4,0,45
Sensitive,2,6,8,3,6,7,2,32
Sensitive,2,9,8,4,5,7,0,44
Sensitive,1,7,10,6,6,4,0,24
Sensitive,4,6,10,4,2,7,2,30
Sensitive,0,10,10,4,4,5,0,37
Sensitive,4,6,8,6,2,5,1,35
Sensitive,1,7,9,3,4,7,0,34
Sensitive,0,6,9,4,6,7,0,23
Sensitive,2,10,10,5,5,4,1,53
Sensitive,4,9,10,3,2,4,3,38
Sensitive,3,10,8,5,3,7,2,56
Sensitive,4,8,10,3,4,6,3,21
Sensitive,0,10,9,3,4,6,1,38
Sensitive,1,6,9,5,2,6,2,23
Sensitive,0,9,8,3,6,5,2,41
Sensitive,1,9,10,4,3,4,3,19
Sensitive,0,10,8,4,3,5,2,58
Sensitive,3,8,10,5,6,4,3,51
Sensitive,2,8,9,5,5,5,2,27
Sensitive,2,6,8,5,6,6,3,23
Sensitive,1,10,8,6,6,5,2,33
Sensitive,3,6,8,6,2,6,3,43
Sensitive,2,10,10,6,4,7,1,50
Sensitive,2,8,10,5,3,6,3,39
Sensitive,0,7,9,4,2,5,0,60
Sensitive,4,7,10,5,6,7,3,32
Sensitive,1,8,9,4,6,4,1,58
Sensitive,1,10,9,6,2,5,2,23
Sensitive,2,9,9,5,4,4,1,28
Sensitive,0,10,9,4,2,7,2,57
Sensitive,3,10,8,3,4,6,0,29
Sensitive,2,7,10,5,4,4,0,39
Sensitive,2,8,10,5,3,7,3,41
Sensitive,3,9,9,4,3,4,3,35
Sensitive,3,9,10,3,6,6,1,22
Sensitive,1,10,10,3,4,6,0,32
Sensitive,1,10,10,4,5,6,2,49
Sensitive,4,8,8,5,4,7,2,18
Sensitive,4,8,10,6,3,7,2,43
Sensitive,0,10,10,5,5,6,0,38
Sensitive,0,8,8,5,5,6,3,58
Sensitive,1,7,9,5,3,5,0,17
Sensitive,3,9,10,4,2,7,2,16
Sensitive,4,7,10,4,6,7,2,38
Sensitive,3,8,10,3,4,6,0,31
Sensitive,1,9,10,5,5,7,1,22
Sensitive,1,9,8,3,4,7,1,31
Sensitive,2,8,10,4,5,5,1,23
Sensitive,1,8,10,4,3,6,2,56
Sensitive,0,8,9,3,2,7,2,34
Sensitive,0,10,9,3,3,4,3,33
Sensitive,4,8,9,3,2,7,0,16
Sensitive,3,8,10,6,3,5,0,30
Sensitive,3,6,9,6,4,4,0,53
Sensitive,2,8,8,6,6,7,0,29
Sensitive,1,7,8,5,5,5,0,43
Sensitive,1,7,10,6,4,7,1,38
Sensitive,1,9,10,4,5,5,2,29
Sensitive,3,10,8,6,2,6,0,46
Sensitive,1,7,10,3,5,5,2,46
Sensitive,2,6,8,3,5,7,3,34
Sensitive,0,8,8,4,2,5,3,15
Sensitive,0,7,10,3,3,4,1,24
Sensitive,3,7,9,3,6,7,0,40
Sensitive,4,8,8,6,6,4,2,58
Sensitive,2,7,8,4,3,5,3,49
Sensitive,4,9,10,3,3,5,2,22
Sensitive,1,8,8,4,3,7,3,33
Sensitive,3,9,10,5,3,7,2,24
Sensitive,0,6,8,5,4,6,2,33
Sensitive,0,10,10,3,5,7,0,32
Sensitive,2,10,10,6,6,6,1,56
Sensitive,3,8,9,5,5,6,0,60
Sensitive,0,6,9,5,5,5,0,22
Sensitive,0,9,9,3,3,7,3,45
Sensitive,0,7,9,5,6,5,3,45
Sensitive,0,9,8,4,5,5,2,17
Sensitive,3,10,9,5,6,4,1,25
Sensitive,0,8,10,5,2,5,1,41
Sensitive,1,8,9,3,3,5,2,24
Sensitive,1,8,9,6,3,4,1,27
Sensitive,4,6,10,6,2,7,0,22
Sensitive,3,9,10,4,3,7,0,54
Sensitive,2,8,10,4,6,5,1,49
Sensitive,3,7,8,3,3,4,3,27
Sensitive,1,8,8,3,4,4,1,36
Sensitive,2,6,10,3,4,7,1,48
Sensitive,4,8,9,4,5,7,1,46
Sensitive,4,7,8,5,4,7,0,19
Sensitive,3,7,9,4,6,6,1,47
Sensitive,2,8,9,5,5,7,2,38
Sensitive,4,8,8,3,6,6,3,21
Sensitive,0,7,9,4,3,4,3,30
Sensitive,2,8,9,6,2,6,3,27
Sensitive,2,6,9,3,4,6,2,41
Sensitive,4,6,8,6,2,7,3,32
Sensitive,0,10,10,3,2,5,1,52
Sensitive,3,6,8,3,6,6,1,24
Sensitive,4,10,8,4,4,6,2,40
Sensitive,4,8,10,3,3,6,0,53
Sensitive,1,8,10,6,4,6,3,35
Sensitive,4,10,10,4,6,7,1,33
Sensitive,1,7,8,3,3,4,1,46
Sensitive,4,8,10,6,2,5,1,52
Sensitive,4,10,8,3,6,7,2,36
Sensitive,4,10,9,3,5,5,0,52
Sensitive,4,10,8,4,4,4,3,17
Sensitive,0,9,8,6,2,7,3,18
Sensitive,4,7,9,4,2,5,2,22
Sensitive,4,10,9,4,5,4,1,28
Sensitive,3,9,9,4,3,7,2,19
Sensitive,1,8,9,4,3,6,3,56
Sensitive,0,6,8,3,5,7,3,54
Sensitive,1,10,8,4,4,7,0,53
Sensitive,4,7,9,4,5,5,0,43
Sensitive,3,8,8,6,6,7,0,45
Sensitive,4,8,8,5,3,5,3,22
Sensitive,2,9,9,3,6,5,1,28
Sensitive,3,7,8,3,3,6,3,26
Sensitive,4,9,9,3,4,5,1,42
Sensitive,4,10,8,5,2,4,0,50
Sensitive,2,9,10,5,2,7,0,57
Sensitive,0,8,9,4,3,7,0,18
Sensitive,1,10,10,4,5,4,3,15
Sensitive,4,8,10,6,5,6,1,44
Sensitive,0,10,9,4,5,6,0,54
Sensitive,3,8,9,5,5,7,1,42
Sensitive,4,9,9,3,2,4,0,37
Sensitive,4,8,8,6,6,7,0,53
Sensitive,4,6,9,3,6,6,0,58
Sensitive,0,9,8,4,6,7,2,40
Sensitive,1,8,9,5,2,6,0,38
Sensitive,1,10,10,4,5,4,0,20
Sensitive,4,10,8,4,3,4,2,19
Sensitive,0,10,9,4,6,5,1,58
Sensitive,2,7,10,6,2,6,0,53
Sensitive,1,8,10,3,4,4,0,55
Sensitive,2,6,8,4,2,4,3,47
Sensitive,0,9,9,3,4,7,2,37
Sensitive,1,6,10,3,4,5,3,21
Sensitive,4,9,10,5,6,5,1,32
Sensitive,1,9,9,4,6,7,0,45
Sensitive,4,8,8,6,5,7,1,45
Sensitive,3,6,10,3,5,5,2,59
Sensitive,2,8,8,4,3,7,0,24
Sensitive,3,10,8,4,3,6,2,23
Sensitive,0,6,10,3,6,4,0,16
Sensitive,1,6,9,4,5,7,1,25
Sensitive,0,9,9,5,2,7,2,60
Sensitive,2,10,10,3,6,6,2,27
Sensitive,3,9,8,6,5,6,0,33
Sensitive,1,6,8,4,4,5,1,38
Sensitive,1,7,10,6,4,6,3,24
Sensitive,1,10,9,6,2,7,1,32
Sensitive,0,9,10,4,3,5,2,16
Sensitive,0,10,8,6,2,7,3,53
Sensitive,3,9,9,5,3,4,3,58
Sensitive,1,9,8,3,5,6,0,58
Sensitive,1,6,8,4,6,7,1,53
Sensitive,1,10,9,3,3,4,3,49
Sensitive,1,7,10,6,5,6,1,55
Sensitive,2,7,10,5,2,7,0,16
Sensitive,3,6,8,5,2,5,0,19
Sensitive,3,9,8,4,3,5,3,46
Sensitive,0,9,10,3,3,6,3,31
Sensitive,0,9,10,3,4,7,3,34
Sensitive,3,6,8,4,6,6,0,25
Sensitive,3,7,9,3,4,5,0,35
Sensitive,4,10,8,3,5,5,0,50
Sensitive,4,9,9,4,4,5,2,31
Sensitive,0,10,9,6,5,4,2,36
Sensitive,4,8,10,4,5,6,3,31
Sensitive,3,7,9,5,4,7,0,22
Sensitive,4,6,10,4,3,5,1,29
Sensitive,4,7,9,4,6,4,2,27
Sensitive,1,7,10,5,2,5,2,59
Sensitive,3,7,10,3,6,7,1,50
Sensitive,0,8,8,5,5,7,1,45
Sensitive,2,9,10,6,6,4,0,58
Sensitive,2,7,9,3,6,6,2,56
Sensitive,4,8,9,3,3,7,1,60
Sensitive,3,8,9,3,5,5,0,40
Sensitive,0,6,10,5,2,4,1,16
Sensitive,4,6,8,5,4,7,3,25
Sensitive,0,7,10,5,2,7,0,42
Sensitive,2,10,10,6,6,4,1,45
Sensitive,4,7,9,4,6,4,1,53
Sensitive,2,9,8,3,5,5,3,55
Sensitive,2,10,9,6,6,6,1,32
Sensitive,0,6,10,5,5,4,0,17
Sensitive,3,7,10,6,2,7,3,21
Sensitive,3,10,9,4,2,4,1,37
Sensitive,0,9,8,3,6,4,0,55
Sensitive,2,10,10,5,2,7,3,56
Sensitive,1,10,8,4,6,6,3,33
Sensitive,1,10,10,4,6,5,0,54
Sensitive,1,10,9,5,2,5,3,17
Sensitive,3,6,9,3,6,7,0,30
Sensitive,0,10,8,5,2,7,1,20
Sensitive,2,7,9,6,5,5,0,38
Sensitive,1,7,8,4,3,6,0,27
Sensitive,2,9,9,3,4,5,1,25
Sensitive,2,6,9,5,4,7,3,30
Sensitive,1,10,10,5,3,7,2,48
Sensitive,1,6,9,3,5,5,3,49
Sensitive,2,6,8,6,5,7,0,28
Sensitive,4,10,10,6,3,6,0,42
Sensitive,4,6,9,5,4,5,0,23
Sensitive,3,10,9,4,5,4,1,35
Sensitive,1,10,8,6,3,4,1,17
Sensitive,2,6,10,3,2,6,0,39
Sensitive,2,9,10,5,2,7,3,18
Sensitive,3,6,8,3,3,7,1,49
Sensitive,4,10,9,5,2,4,3,18
Sensitive,1,6,10,5,2,5,2,44
Sensitive,4,8,8,5,5,7,0,27
Sensitive,4,7,9,4,2,4,2,35
Sensitive,3,10,10,6,6,6,3,49
Sensitive,0,10,9,6,4,6,0,42
Sensitive,4,10,10,5,4,6,2,30
Sensitive,3,7,8,6,6,7,1,53
Sensitive,1,7,8,6,5,6,0,59
Sensitive,4,8,8,3,2,4,3,31
Sensitive,1,9,8,4,2,6,3,55
Sensitive,0,10,10,5,5,4,3,19
Sensitive,1,6,8,6,5,7,0,46
Sensitive,4,9,9,3,4,6,0,15
Sensitive,1,6,9,3,4,6,2,39
Sensitive,1,7,9,4,4,5,1,16
Sensitive,3,9,10,4,4,6,0,55
Sensitive,1,7,8,6,4,5,0,42
Sensitive,3,6,9,6,5,6,0,46
Sensitive,1,8,10,4,3,6,3,60
Sensitive,0,7,10,4,4,6,0,42
Sensitive,1,7,10,6,6,6,1,56
Sensitive,1,8,9,5,2,4,3,17
Sensitive,1,10,10,3,3,4,3,24
Sensitive,0,6,10,6,3,7,0,18
Sensitive,3,7,9,3,3,4,2,30
Sensitive,4,6,10,5,5,4,3,32
Sensitive,2,10,8,5,2,7,2,23
Sensitive,3,7,10,4,2,7,3,32
Sensitive,3,7,9,4,4,7,2,30
Sensitive,1,8,8,3,4,6,2,29
Sensitive,1,9,8,4,3,5,2,36
Sensitive,2,7,10,4,3,6,2,41
Sensitive,1,8,8,6,4,7,0,28
Sensitive,3,10,9,6,5,4,3,40
Sensitive,4,7,8,6,6,5,1,40
Sensitive,2,10,9,6,6,6,1,22
Sensitive,3,8,8,5,4,6,2,49
Sensitive,3,10,8,6,2,7,3,32
Sensitive,4,8,10,6,2,6,1,36
Sensitive,3,7,10,6,2,4,0,51
Sensitive,2,6,9,4,2,6,0,35
Sensitive,2,8,8,6,2,4,1,32
Sensitive,2,10,9,3,6,7,1,20
Sensitive,2,6,8,4,3,4,3,44
Sensitive,3,10,8,3,3,4,0,45
Sensitive,3,8,10,4,5,7,3,60
Sensitive,0,10,9,4,4,6,0,42
Sensitive,1,6,9,4,3,4,3,43
Sensitive,1,7,10,5,5,5,0,17
Sensitive,4,6,8,3,5,6,1,54
Sensitive,4,10,8,6,3,4,0,40
Sensitive,3,10,10,5,6,5,1,57
Sensitive,2,7,8,3,4,7,1,54
Sensitive,1,8,10,5,2,5,1,58
Sensitive,1,10,8,5,4,7,2,15
Sensitive,4,8,8,3,2,7,0,27
Sensitive,3,10,9,5,6,6,2,49
Sensitive,2,8,9,4,2,7,3,37
Sensitive,3,10,8,4,6,7,2,45
Sensitive,4,10,8,6,3,6,2,37
Sensitive,2,6,10,3,5,6,1,43
Sensitive,1,10,9,3,3,5,3,48
Sensitive,2,7,8,3,4,6,1,26
Sensitive,4,10,10,3,6,5,1,25
Sensitive,1,10,9,3,2,7,1,53
Sensitive,3,9,9,4,3,4,3,30
Sensitive,0,6,8,4,2,7,1,15
Sensitive,2,6,9,5,2,5,3,53
Sensitive,1,9,8,3,4,5,0,42
Sensitive,0,8,8,3,3,7,2,33
Sensitive,0,10,9,4,4,6,2,46
Sensitive,2,7,8,3,3,7,3,47
Sensitive,2,8,10,6,3,7,2,57
Sensitive,0,6,9,5,2,6,0,25
Sensitive,3,6,8,3,4,5,0,40
Sensitive,4,9,10,4,5,5,2,27
Sensitive,1,10,10,3,2,7,2,48
Sensitive,0,6,9,3,2,5,1,19
Sensitive,0,10,9,5,3,5,1,40
Sensitive,2,10,8,4,2,6,0,15
Sensitive,4,7,8,4,2,5,1,32
Sensitive,2,8,8,4,5,7,0,26
Sensitive,1,7,10,5,3,7,1,43
Sensitive,0,8,9,3,5,7,0,33
Sensitive,3,7,10,6,4,6,1,43
Sensitive,2,10,9,3,4,5,1,27
Sensitive,2,10,10,5,3,6,3,34
Sensitive,2,10,10,5,2,6,1,55
Sensitive,1,9,8,5,5,4,0,27
Sensitive,3,6,8,4,3,5,0,53
Sensitive,3,10,8,3,3,6,1,30
Sensitive,0,8,10,3,5,4,3,57
Sensitive,1,8,9,4,6,5,3,18
Sensitive,1,9,8,3,6,4,3,21
Sensitive,1,10,9,6,6,7,3,42
Sensitive,3,10,9,6,5,4,1,55
Sensitive,1,7,8,4,6,5,3,40
Sensitive,0,9,9,4,2,5,1,30
Sensitive,0,9,9,4,6,7,0,57
Sensitive,0,8,10,6,3,5,0,27
Sensitive,3,7,10,4,5,6,1,15
Sensitive,3,9,9,3,2,4,2,47
Sensitive,3,7,10,3,3,5,3,38
Sensitive,0,6,9,5,6,4,0,34
Sensitive,1,6,8,4,5,6,0,53
Sensitive,4,8,8,5,2,5,3,55
Sensitive,3,6,8,4,4,6,0,51
Sensitive,0,9,9,4,6,5,1,21
Sensitive,4,7,8,5,5,6,0,28
Sensitive,4,10,9,3,3,6,2,43
Sensitive,3,9,8,5,2,6,2,41
Sensitive,4,10,8,5,3,6,3,47
Sensitive,3,10,9,5,2,7,2,21
Sensitive,2,9,8,5,2,4,1,44
Sensitive,1,10,8,4,5,6,1,20
Sensitive,2,7,8,3,2,7,1,21
Sensitive,3,10,9,3,6,5,1,49
Sensitive,3,9,10,3,3,6,1,49
Sensitive,1,7,9,3,2,7,2,30
Sensitive,1,6,9,4,4,5,1,22
Sensitive,2,6,8,5,6,7,2,60
Sensitive,1,9,9,4,2,7,0,31
Sensitive,0,8,9,6,2,5,2,38
Sensitive,0,7,8,4,5,7,3,24
Sensitive,2,10,10,4,4,4,0,43
Sensitive,4,9,10,3,4,5,1,19
Sensitive,0,10,8,4,5,7,0,23
Sensitive,1,9,8,4,6,6,2,50
Sensitive,4,10,10,3,3,5,2,15
Sensitive,2,9,9,4,4,7,3,45
Sensitive,0,10,10,4,4,6,2,45
Sensitive,4,7,10,3,2,4,0,52
Sensitive,3,8,10,3,3,5,1,52
Sensitive,0,10,9,4,6,6,3,35
Sensitive,2,8,9,4,2,6,2,24
Sensitive,3,7,10,6,6,5,1,47
Sensitive,0,10,8,6,2,7,2,25
Sensitive,0,9,9,3,6,4,2,46
Sensitive,1,7,8,6,6,4,1,28
Sensitive,1,9,9,3,6,7,2,46
Normal,3,4,3,5,4,5,0,57
Normal,1,5,4,4,3,4,1,42
Normal,1,2,4,6,4,5,0,51
Normal,4,3,4,5,1,3,1,23
Normal,3,5,5,5,2,3,2,15
Normal,0,3,4,3,4,5,0,44
Normal,2,3,2,6,3,6,1,54
Normal,2,2,5,3,0,6,1,58
Normal,4,5,5,6,3,4,1,53
Normal,0,5,2,4,0,4,2,60
Normal,4,5,4,3,2,3,1,17
Normal,4,5,5,5,4,5,3,30
Normal,3,5,5,6,1,6,1,27
Normal,4,3,5,6,4,6,1,52
Normal,0,4,2,3,0,4,0,20
Normal,2,4,2,5,4,3,0,18
Normal,4,3,4,3,2,3,0,38
Normal,2,2,2,5,3,5,1,57
Normal,3,4,2,4,1,6,1,39
Normal,3,3,5,5,1,6,2,51
Normal,4,3,2,3,0,3,2,32
Normal,4,3,5,3,0,3,3,16
Normal,1,5,3,4,1,5,1,47
Normal,4,4,2,5,0,5,0,56
Normal,0,3,2,6,1,6,0,18
Normal,0,5,2,5,0,3,2,33
Normal,1,5,4,5,2,6,0,34
Normal,2,4,2,6,3,5,1,44
Normal,4,5,4,5,2,6,0,17
Normal,4,4,2,6,1,4,3,17
Normal,4,5,4,4,4,4,2,31
Normal,3,5,5,5,4,4,0,28
Normal,2,3,5,6,4,4,0,23
Normal,3,2,5,6,0,4,2,52
Normal,1,5,4,6,0,4,1,55
Normal,1,5,2,3,0,3,3,49
Normal,4,4,3,5,2,6,0,50
Normal,3,3,4,6,0,5,2,32
Normal,2,3,5,3,4,5,2,30
Normal,2,2,4,4,3,4,0,18
Normal,0,5,5,5,1,6,0,35
Normal,0,5,3,5,3,6,2,43
Normal,3,5,5,5,1,4,0,16
Normal,0,3,3,4,1,4,3,38
Normal,4,4,2,3,2,3,3,15
Normal,4,3,4,3,3,5,1,47
Normal,3,2,4,6,1,6,3,40
Normal,2,4,5,3,4,3,1,26
Normal,0,4,2,4,4,5,1,54
Normal,1,5,2,6,4,5,3,51
Normal,0,4,4,6,1,3,0,27
Normal,3,4,5,4,1,4,3,27
Normal,1,4,5,3,1,3,2,29
Normal,2,3,3,5,2,3,0,23
Normal,0,5,2,4,3,3,2,15
Normal,3,5,4,5,0,5,3,54
Normal,2,5,2,4,4,6,1,53
Normal,4,3,3,6,4,6,3,37
Normal,4,5,4,6,1,3,3,45
Normal,2,4,5,4,2,3,1,57
Normal,4,2,4,3,4,4,0,32
Normal,0,3,3,4,4,4,1,36
Normal,4,4,2,6,4,5,2,42
Normal,2,2,5,5,1,3,0,20
Normal,0,4,2,5,4,4,2,50
Normal,0,5,2,5,2,5,2,46
Normal,4,2,3,5,4,6,0,57
Normal,2,2,5,5,0,3,3,40
Normal,1,2,4,3,3,6,2,39
Normal,4,2,5,5,3,3,1,28
Normal,4,4,2,5,4,3,0,30
Normal,0,5,3,4,2,3,0,40
Normal,0,3,5,6,2,6,3,41
Normal,3,3,2,3,1,3,2,51
